Dataset,Model,Run,Accuracy,Precision,Recall,F1 Score,ROC-AUC
Preprocessed (Selected Features),Logistic Regression,36,0.8741496598639455,0.7083333333333334,0.3617021276595745,0.4788732394366197,0.7956757688000691
Preprocessed (Selected Features),Logistic Regression,37,0.8639455782312925,0.6296296296296297,0.3617021276595745,0.4594594594594595,0.8209148074769576
Preprocessed (Selected Features),Logistic Regression,38,0.8775510204081632,0.7619047619047619,0.3404255319148936,0.47058823529411764,0.8178137651821863
Preprocessed (Selected Features),Logistic Regression,39,0.8707482993197279,0.7142857142857143,0.3191489361702128,0.4411764705882353,0.8269446119390128
Preprocessed (Selected Features),Logistic Regression,40,0.8809523809523809,0.75,0.3829787234042553,0.5070422535211268,0.8041174950469464
Preprocessed (Selected Features),Logistic Regression,41,0.8741496598639455,0.6923076923076923,0.3829787234042553,0.4931506849315068,0.8533034714445689
Preprocessed (Selected Features),Logistic Regression,42,0.8775510204081632,0.7391304347826086,0.3617021276595745,0.4857142857142857,0.8216900680506504
Preprocessed (Selected Features),Logistic Regression,43,0.9013605442176871,0.8461538461538461,0.46808510638297873,0.6027397260273972,0.856921354121802
Preprocessed (Selected Features),Logistic Regression,44,0.8979591836734694,0.9047619047619048,0.40425531914893614,0.5588235294117647,0.8471013868550262
Preprocessed (Selected Features),Logistic Regression,45,0.8707482993197279,0.6956521739130435,0.3404255319148936,0.45714285714285713,0.7793952967525196
Preprocessed (Selected Features),Logistic Regression,46,0.8741496598639455,0.6785714285714286,0.40425531914893614,0.5066666666666667,0.8284089930226548
Preprocessed (Selected Features),Logistic Regression,47,0.8945578231292517,0.7857142857142857,0.46808510638297873,0.5866666666666667,0.8338358170385046
Preprocessed (Selected Features),Logistic Regression,48,0.9081632653061225,0.8571428571428571,0.5106382978723404,0.64,0.8502885692135412
Preprocessed (Selected Features),Logistic Regression,49,0.8945578231292517,0.9,0.3829787234042553,0.5373134328358209,0.8180721853734171
Preprocessed (Selected Features),Logistic Regression,50,0.8809523809523809,0.7727272727272727,0.3617021276595745,0.4927536231884058,0.8288396933413731
Preprocessed (Selected Features),Logistic Regression,51,0.8877551020408163,0.7692307692307693,0.425531914893617,0.547945205479452,0.8788009303126884
Preprocessed (Selected Features),Logistic Regression,52,0.891156462585034,0.7586206896551724,0.46808510638297873,0.5789473684210527,0.8483073477474373
Preprocessed (Selected Features),Logistic Regression,53,0.9149659863945578,0.9583333333333334,0.48936170212765956,0.647887323943662,0.8532173313808252
Preprocessed (Selected Features),Logistic Regression,54,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8257386510466018
Preprocessed (Selected Features),Logistic Regression,55,0.8741496598639455,0.75,0.3191489361702128,0.44776119402985076,0.8148850030149023
Preprocessed (Selected Features),Logistic Regression,56,0.8673469387755102,0.6538461538461539,0.3617021276595745,0.4657534246575342,0.8541648720820053
Preprocessed (Selected Features),Logistic Regression,57,0.8673469387755102,0.6818181818181818,0.3191489361702128,0.43478260869565216,0.8027392540270479
Preprocessed (Selected Features),Logistic Regression,58,0.8639455782312925,0.6129032258064516,0.40425531914893614,0.48717948717948717,0.78955982427427
Preprocessed (Selected Features),Logistic Regression,59,0.891156462585034,0.7777777777777778,0.44680851063829785,0.5675675675675675,0.8582995951417004
Preprocessed (Selected Features),Logistic Regression,60,0.891156462585034,0.8260869565217391,0.40425531914893614,0.5428571428571428,0.8371952795245068
Preprocessed (Selected Features),Logistic Regression,61,0.8877551020408163,0.85,0.3617021276595745,0.5074626865671642,0.8675165819622707
Preprocessed (Selected Features),Logistic Regression,62,0.8877551020408163,0.7692307692307693,0.425531914893617,0.547945205479452,0.7874924627444224
Preprocessed (Selected Features),Logistic Regression,63,0.8707482993197279,0.6956521739130435,0.3404255319148936,0.45714285714285713,0.8340942372297355
Preprocessed (Selected Features),Logistic Regression,64,0.891156462585034,0.8260869565217391,0.40425531914893614,0.5428571428571428,0.8382289602894306
Preprocessed (Selected Features),Logistic Regression,65,0.891156462585034,0.7419354838709677,0.48936170212765956,0.5897435897435898,0.8097165991902834
Preprocessed (Selected Features),Logistic Regression,66,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8439142044965114
Preprocessed (Selected Features),Logistic Regression,67,0.8843537414965986,0.76,0.40425531914893614,0.5277777777777778,0.8295288138513223
Preprocessed (Selected Features),Logistic Regression,68,0.8979591836734694,0.8695652173913043,0.425531914893617,0.5714285714285714,0.8512361099147214
Preprocessed (Selected Features),Logistic Regression,69,0.8775510204081632,0.6896551724137931,0.425531914893617,0.5263157894736842,0.8136790421224911
Preprocessed (Selected Features),Logistic Regression,70,0.8843537414965986,0.7241379310344828,0.44680851063829785,0.5526315789473685,0.9132569558101473
Preprocessed (Selected Features),Logistic Regression,71,0.8979591836734694,0.9473684210526315,0.3829787234042553,0.5454545454545454,0.8580411749504695
Preprocessed (Selected Features),Logistic Regression,72,0.8945578231292517,0.7857142857142857,0.46808510638297873,0.5866666666666667,0.848651908002412
Preprocessed (Selected Features),Logistic Regression,73,0.8877551020408163,0.8181818181818182,0.3829787234042553,0.5217391304347826,0.8137651821862348
Preprocessed (Selected Features),Logistic Regression,74,0.8843537414965986,0.76,0.40425531914893614,0.5277777777777778,0.817383064863468
Preprocessed (Selected Features),Logistic Regression,75,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8502885692135412
Preprocessed (Selected Features),Logistic Regression,76,0.8775510204081632,0.7619047619047619,0.3404255319148936,0.47058823529411764,0.8216039279869066
Preprocessed (Selected Features),Logistic Regression,77,0.8945578231292517,0.8076923076923077,0.44680851063829785,0.5753424657534246,0.8588164355241623
Preprocessed (Selected Features),Logistic Regression,78,0.8945578231292517,0.8333333333333334,0.425531914893617,0.5633802816901409,0.8597639762253424
Preprocessed (Selected Features),Logistic Regression,79,0.8945578231292517,0.7857142857142857,0.46808510638297873,0.5866666666666667,0.8544232922732363
Preprocessed (Selected Features),Logistic Regression,80,0.9081632653061225,0.8571428571428571,0.5106382978723404,0.64,0.8818158325437161
Preprocessed (Selected Features),Logistic Regression,81,0.9081632653061225,0.9166666666666666,0.46808510638297873,0.6197183098591549,0.8378844000344561
Preprocessed (Selected Features),Logistic Regression,82,0.9013605442176871,0.8,0.5106382978723404,0.6233766233766234,0.8810405719700233
Preprocessed (Selected Features),Logistic Regression,83,0.9149659863945578,0.9230769230769231,0.5106382978723404,0.6575342465753424,0.8336635369110174
Preprocessed (Selected Features),Logistic Regression,84,0.9047619047619048,0.8275862068965517,0.5106382978723404,0.631578947368421,0.8634679989663192
Preprocessed (Selected Features),Logistic Regression,85,0.8639455782312925,0.6666666666666666,0.2978723404255319,0.4117647058823529,0.8278060125764494
Preprocessed (Selected Features),Logistic Regression,86,0.891156462585034,0.8,0.425531914893617,0.5555555555555556,0.8268584718752692
Preprocessed (Selected Features),Logistic Regression,87,0.8809523809523809,0.7307692307692307,0.40425531914893614,0.5205479452054794,0.8614006374364716
Preprocessed (Selected Features),Logistic Regression,88,0.8877551020408163,0.85,0.3617021276595745,0.5074626865671642,0.8475320871737445
Preprocessed (Selected Features),Logistic Regression,89,0.8809523809523809,0.7727272727272727,0.3617021276595745,0.4927536231884058,0.8862089757946421
Preprocessed (Selected Features),Logistic Regression,90,0.891156462585034,0.8,0.425531914893617,0.5555555555555556,0.8903436988543372
Preprocessed (Selected Features),Logistic Regression,91,0.8503401360544217,0.56,0.2978723404255319,0.3888888888888889,0.8081660780428976
Preprocessed (Selected Features),Logistic Regression,92,0.8843537414965986,0.8095238095238095,0.3617021276595745,0.5,0.8744939271255061
Preprocessed (Selected Features),Logistic Regression,93,0.8979591836734694,0.9047619047619048,0.40425531914893614,0.5588235294117647,0.8802653113963305
Preprocessed (Selected Features),Logistic Regression,94,0.8877551020408163,0.71875,0.48936170212765956,0.5822784810126582,0.8390042208631234
Preprocessed (Selected Features),Logistic Regression,95,0.8741496598639455,0.7272727272727273,0.3404255319148936,0.463768115942029,0.8568352140580584
Preprocessed (Selected Features),Logistic Regression,96,0.8877551020408163,0.8181818181818182,0.3829787234042553,0.5217391304347826,0.8238435696442417
Preprocessed (Selected Features),Logistic Regression,97,0.8605442176870748,0.6,0.3829787234042553,0.4675324675324675,0.8253940907916273
Preprocessed (Selected Features),Logistic Regression,98,0.8809523809523809,0.7142857142857143,0.425531914893617,0.5333333333333333,0.8078215177879231
Preprocessed (Selected Features),Logistic Regression,99,0.8809523809523809,0.7727272727272727,0.3617021276595745,0.4927536231884058,0.7802566973899561
Preprocessed (Selected Features),Logistic Regression,100,0.8979591836734694,0.8148148148148148,0.46808510638297873,0.5945945945945946,0.8423636833491257
Preprocessed (Selected Features),Random Forest,1,0.8673469387755102,0.7857142857142857,0.23404255319148937,0.36065573770491804,0.8877594969420277
Preprocessed (Selected Features),Random Forest,2,0.8435374149659864,0.5454545454545454,0.1276595744680851,0.20689655172413793,0.7997674218278922
Preprocessed (Selected Features),Random Forest,3,0.8537414965986394,0.8333333333333334,0.10638297872340426,0.18867924528301888,0.7784477560513394
Preprocessed (Selected Features),Random Forest,4,0.8707482993197279,0.8,0.2553191489361702,0.3870967741935484,0.8328021362735809
Preprocessed (Selected Features),Random Forest,5,0.8435374149659864,0.5714285714285714,0.0851063829787234,0.14814814814814814,0.7796106469118788
Preprocessed (Selected Features),Random Forest,6,0.8605442176870748,0.6666666666666666,0.2553191489361702,0.36923076923076925,0.8719097252131967
Preprocessed (Selected Features),Random Forest,7,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8044189852700491
Preprocessed (Selected Features),Random Forest,8,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.7720303213024378
Preprocessed (Selected Features),Random Forest,9,0.8469387755102041,0.625,0.10638297872340426,0.18181818181818182,0.7769833749676975
Preprocessed (Selected Features),Random Forest,10,0.8673469387755102,1.0,0.1702127659574468,0.2909090909090909,0.8118270307520027
Preprocessed (Selected Features),Random Forest,11,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.8140236023774657
Preprocessed (Selected Features),Random Forest,12,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8039021448875872
Preprocessed (Selected Features),Random Forest,13,0.8367346938775511,0.45454545454545453,0.10638297872340426,0.1724137931034483,0.76027220260143
Preprocessed (Selected Features),Random Forest,14,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.7327504522353346
Preprocessed (Selected Features),Random Forest,15,0.8639455782312925,0.7692307692307693,0.2127659574468085,0.3333333333333333,0.8199241967439056
Preprocessed (Selected Features),Random Forest,16,0.8809523809523809,1.0,0.2553191489361702,0.4067796610169492,0.8607545869583944
Preprocessed (Selected Features),Random Forest,17,0.8639455782312925,0.7333333333333333,0.23404255319148937,0.3548387096774194,0.771513480919976
Preprocessed (Selected Features),Random Forest,18,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8524851408390042
Preprocessed (Selected Features),Random Forest,19,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.825437160823499
Preprocessed (Selected Features),Random Forest,20,0.8605442176870748,0.7142857142857143,0.2127659574468085,0.32786885245901637,0.758764751485916
Preprocessed (Selected Features),Random Forest,21,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8268584718752693
Preprocessed (Selected Features),Random Forest,22,0.8707482993197279,0.8,0.2553191489361702,0.3870967741935484,0.8511068998191058
Preprocessed (Selected Features),Random Forest,23,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.8530881212852097
Preprocessed (Selected Features),Random Forest,24,0.8673469387755102,0.8333333333333334,0.2127659574468085,0.3389830508474576,0.8292273236282194
Preprocessed (Selected Features),Random Forest,25,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.842535963476613
Preprocessed (Selected Features),Random Forest,26,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7804289775174436
Preprocessed (Selected Features),Random Forest,27,0.8469387755102041,0.625,0.10638297872340426,0.18181818181818182,0.7665173572228443
Preprocessed (Selected Features),Random Forest,28,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7775002153501595
Preprocessed (Selected Features),Random Forest,29,0.8537414965986394,0.8333333333333334,0.10638297872340426,0.18867924528301888,0.8266000516840382
Preprocessed (Selected Features),Random Forest,30,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.8079937979154105
Preprocessed (Selected Features),Random Forest,31,0.8639455782312925,0.7692307692307693,0.2127659574468085,0.3333333333333333,0.7610474631751227
Preprocessed (Selected Features),Random Forest,32,0.8401360544217688,0.5,0.10638297872340426,0.17543859649122806,0.7914979757085021
Preprocessed (Selected Features),Random Forest,33,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.8114394004651564
Preprocessed (Selected Features),Random Forest,34,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.7438194504263934
Preprocessed (Selected Features),Random Forest,35,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.831294685158067
Preprocessed (Selected Features),Random Forest,36,0.8809523809523809,0.9285714285714286,0.2765957446808511,0.4262295081967213,0.7700921698682058
Preprocessed (Selected Features),Random Forest,37,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.7840037901628047
Preprocessed (Selected Features),Random Forest,38,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.7635885950555603
Preprocessed (Selected Features),Random Forest,39,0.8537414965986394,0.75,0.1276595744680851,0.21818181818181817,0.7795245068481351
Preprocessed (Selected Features),Random Forest,40,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7892152640192954
Preprocessed (Selected Features),Random Forest,41,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8032130243776381
Preprocessed (Selected Features),Random Forest,42,0.8435374149659864,0.5384615384615384,0.14893617021276595,0.23333333333333334,0.8027392540270479
Preprocessed (Selected Features),Random Forest,43,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8652769403049358
Preprocessed (Selected Features),Random Forest,44,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.8487811180980274
Preprocessed (Selected Features),Random Forest,45,0.8503401360544217,0.6363636363636364,0.14893617021276595,0.2413793103448276,0.7166853303471444
Preprocessed (Selected Features),Random Forest,46,0.8503401360544217,0.6,0.19148936170212766,0.2903225806451613,0.7751744336290809
Preprocessed (Selected Features),Random Forest,47,0.8741496598639455,0.8571428571428571,0.2553191489361702,0.39344262295081966,0.831811525540529
Preprocessed (Selected Features),Random Forest,48,0.8707482993197279,0.8461538461538461,0.23404255319148937,0.36666666666666664,0.7991213713498149
Preprocessed (Selected Features),Random Forest,49,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7732793522267207
Preprocessed (Selected Features),Random Forest,50,0.8809523809523809,0.9285714285714286,0.2765957446808511,0.4262295081967213,0.8323714359548625
Preprocessed (Selected Features),Random Forest,51,0.8707482993197279,0.8461538461538461,0.23404255319148937,0.36666666666666664,0.8819450426393316
Preprocessed (Selected Features),Random Forest,52,0.8401360544217688,0.5,0.19148936170212766,0.27692307692307694,0.808123008011026
Preprocessed (Selected Features),Random Forest,53,0.8639455782312925,1.0,0.14893617021276595,0.25925925925925924,0.8264708415884228
Preprocessed (Selected Features),Random Forest,54,0.8605442176870748,0.7142857142857143,0.2127659574468085,0.32786885245901637,0.7662589370316134
Preprocessed (Selected Features),Random Forest,55,0.8469387755102041,0.5625,0.19148936170212766,0.2857142857142857,0.8008872426565595
Preprocessed (Selected Features),Random Forest,56,0.8367346938775511,0.45454545454545453,0.10638297872340426,0.1724137931034483,0.7805581876130588
Preprocessed (Selected Features),Random Forest,57,0.8469387755102041,0.6,0.1276595744680851,0.21052631578947367,0.7616073735894564
Preprocessed (Selected Features),Random Forest,58,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7675079679558963
Preprocessed (Selected Features),Random Forest,59,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8336204668791455
Preprocessed (Selected Features),Random Forest,60,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.8189335860108536
Preprocessed (Selected Features),Random Forest,61,0.8673469387755102,0.75,0.2553191489361702,0.38095238095238093,0.8278490826083211
Preprocessed (Selected Features),Random Forest,62,0.8503401360544217,0.6363636363636364,0.14893617021276595,0.2413793103448276,0.7981738306486347
Preprocessed (Selected Features),Random Forest,63,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.787578602808166
Preprocessed (Selected Features),Random Forest,64,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8271599620983718
Preprocessed (Selected Features),Random Forest,65,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8097165991902833
Preprocessed (Selected Features),Random Forest,66,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.8509776897234904
Preprocessed (Selected Features),Random Forest,67,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7939529675251961
Preprocessed (Selected Features),Random Forest,68,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8272891721939875
Preprocessed (Selected Features),Random Forest,69,0.8741496598639455,0.8571428571428571,0.2553191489361702,0.39344262295081966,0.8462830562494615
Preprocessed (Selected Features),Random Forest,70,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8505039193729004
Preprocessed (Selected Features),Random Forest,71,0.8707482993197279,1.0,0.19148936170212766,0.32142857142857145,0.8392195710224826
Preprocessed (Selected Features),Random Forest,72,0.8809523809523809,1.0,0.2553191489361702,0.4067796610169492,0.8175122749590835
Preprocessed (Selected Features),Random Forest,73,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.7966663795331208
Preprocessed (Selected Features),Random Forest,74,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.7793522267206477
Preprocessed (Selected Features),Random Forest,75,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.7763373244896201
Preprocessed (Selected Features),Random Forest,76,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.7824963390472909
Preprocessed (Selected Features),Random Forest,77,0.8639455782312925,0.7692307692307693,0.2127659574468085,0.3333333333333333,0.8379705400981996
Preprocessed (Selected Features),Random Forest,78,0.8469387755102041,0.75,0.06382978723404255,0.11764705882352941,0.8069601171504867
Preprocessed (Selected Features),Random Forest,79,0.8775510204081632,0.7894736842105263,0.3191489361702128,0.45454545454545453,0.8484365578430527
Preprocessed (Selected Features),Random Forest,80,0.8673469387755102,0.9,0.19148936170212766,0.3157894736842105,0.8490395382892583
Preprocessed (Selected Features),Random Forest,81,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.8311224050305798
Preprocessed (Selected Features),Random Forest,82,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8102334395727453
Preprocessed (Selected Features),Random Forest,83,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8164785941941597
Preprocessed (Selected Features),Random Forest,84,0.8537414965986394,0.6666666666666666,0.1702127659574468,0.2711864406779661,0.8248341803772935
Preprocessed (Selected Features),Random Forest,85,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.7820656387285727
Preprocessed (Selected Features),Random Forest,86,0.8673469387755102,0.7857142857142857,0.23404255319148937,0.36065573770491804,0.8404686019467654
Preprocessed (Selected Features),Random Forest,87,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.822766818847446
Preprocessed (Selected Features),Random Forest,88,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8182013954690326
Preprocessed (Selected Features),Random Forest,89,0.8673469387755102,0.8333333333333334,0.2127659574468085,0.3389830508474576,0.8196227065208028
Preprocessed (Selected Features),Random Forest,90,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8139805323455938
Preprocessed (Selected Features),Random Forest,91,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.7833577396847274
Preprocessed (Selected Features),Random Forest,92,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8229390989749332
Preprocessed (Selected Features),Random Forest,93,0.8707482993197279,0.8,0.2553191489361702,0.3870967741935484,0.8284951330863984
Preprocessed (Selected Features),Random Forest,94,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.7645361357567404
Preprocessed (Selected Features),Random Forest,95,0.8503401360544217,0.6666666666666666,0.1276595744680851,0.21428571428571427,0.8139374623137221
Preprocessed (Selected Features),Random Forest,96,0.8775510204081632,1.0,0.23404255319148937,0.3793103448275862,0.8025669738995607
Preprocessed (Selected Features),Random Forest,97,0.8843537414965986,1.0,0.2765957446808511,0.43333333333333335,0.8251356706003962
Preprocessed (Selected Features),Random Forest,98,0.8503401360544217,0.7142857142857143,0.10638297872340426,0.18518518518518517,0.8263847015246791
Preprocessed (Selected Features),Random Forest,99,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.7538547678525283
Preprocessed (Selected Features),Random Forest,100,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.8032560944095098
Preprocessed (Selected Features),XGBoost,1,0.8571428571428571,0.6,0.3191489361702128,0.4166666666666667,0.8444310448789731
Preprocessed (Selected Features),XGBoost,2,0.8605442176870748,0.625,0.3191489361702128,0.4225352112676056,0.774399173055388
Preprocessed (Selected Features),XGBoost,3,0.8503401360544217,0.5652173913043478,0.2765957446808511,0.37142857142857144,0.7664742871909725
Preprocessed (Selected Features),XGBoost,4,0.8707482993197279,0.68,0.3617021276595745,0.4722222222222222,0.8294426737875786
Preprocessed (Selected Features),XGBoost,5,0.8503401360544217,0.5652173913043478,0.2765957446808511,0.37142857142857144,0.7561374795417349
Preprocessed (Selected Features),XGBoost,6,0.8571428571428571,0.5862068965517241,0.3617021276595745,0.4473684210526316,0.8323714359548625
Preprocessed (Selected Features),XGBoost,7,0.8741496598639455,0.7083333333333334,0.3617021276595745,0.4788732394366197,0.8191920062020845
Preprocessed (Selected Features),XGBoost,8,0.8537414965986394,0.5909090909090909,0.2765957446808511,0.37681159420289856,0.7703505900594366
Preprocessed (Selected Features),XGBoost,9,0.8469387755102041,0.5625,0.19148936170212766,0.2857142857142857,0.7784477560513394
Preprocessed (Selected Features),XGBoost,10,0.8605442176870748,0.6363636363636364,0.2978723404255319,0.4057971014492754,0.8135929020587475
Preprocessed (Selected Features),XGBoost,11,0.8673469387755102,0.6666666666666666,0.3404255319148936,0.4507042253521127,0.8353001981221466
Preprocessed (Selected Features),XGBoost,12,0.8503401360544217,0.5789473684210527,0.23404255319148937,0.3333333333333333,0.7972262899474545
Preprocessed (Selected Features),XGBoost,13,0.8503401360544217,0.5517241379310345,0.3404255319148936,0.42105263157894735,0.7703505900594366
Preprocessed (Selected Features),XGBoost,14,0.8469387755102041,0.5416666666666666,0.2765957446808511,0.36619718309859156,0.7772417951589283
Preprocessed (Selected Features),XGBoost,15,0.8503401360544217,0.5555555555555556,0.3191489361702128,0.40540540540540543,0.8202256869670084
Preprocessed (Selected Features),XGBoost,16,0.8843537414965986,0.8095238095238095,0.3617021276595745,0.5,0.8534757515720561
Preprocessed (Selected Features),XGBoost,17,0.8809523809523809,0.75,0.3829787234042553,0.5070422535211268,0.7918856059953484
Preprocessed (Selected Features),XGBoost,18,0.8605442176870748,0.65,0.2765957446808511,0.3880597014925373,0.8341803772934792
Preprocessed (Selected Features),XGBoost,19,0.8741496598639455,0.7083333333333334,0.3617021276595745,0.4788732394366197,0.8135067619950039
Preprocessed (Selected Features),XGBoost,20,0.8537414965986394,0.6,0.2553191489361702,0.3582089552238806,0.7554483590317858
Preprocessed (Selected Features),XGBoost,21,0.8605442176870748,0.6363636363636364,0.2978723404255319,0.4057971014492754,0.829356533723835
Preprocessed (Selected Features),XGBoost,22,0.8843537414965986,0.8095238095238095,0.3617021276595745,0.5,0.8236712895167542
Preprocessed (Selected Features),XGBoost,23,0.8299319727891157,0.42857142857142855,0.19148936170212766,0.2647058823529412,0.7830993194934964
Preprocessed (Selected Features),XGBoost,24,0.8843537414965986,0.8421052631578947,0.3404255319148936,0.48484848484848486,0.8396933413730725
Preprocessed (Selected Features),XGBoost,25,0.8945578231292517,0.8636363636363636,0.40425531914893614,0.5507246376811594,0.8252218106641398
Preprocessed (Selected Features),XGBoost,26,0.8741496598639455,0.8125,0.2765957446808511,0.4126984126984127,0.7983461107761219
Preprocessed (Selected Features),XGBoost,27,0.8571428571428571,0.6086956521739131,0.2978723404255319,0.4,0.7669911275734344
Preprocessed (Selected Features),XGBoost,28,0.8707482993197279,0.68,0.3617021276595745,0.4722222222222222,0.7942113877164269
Preprocessed (Selected Features),XGBoost,29,0.8639455782312925,0.7058823529411765,0.2553191489361702,0.375,0.8249633904729089
Preprocessed (Selected Features),XGBoost,30,0.891156462585034,0.7777777777777778,0.44680851063829785,0.5675675675675675,0.8502885692135412
Preprocessed (Selected Features),XGBoost,31,0.8673469387755102,0.7,0.2978723404255319,0.417910447761194,0.7818933586010853
Preprocessed (Selected Features),XGBoost,32,0.8605442176870748,0.6153846153846154,0.3404255319148936,0.4383561643835616,0.8065294168317685
Preprocessed (Selected Features),XGBoost,33,0.8435374149659864,0.5217391304347826,0.2553191489361702,0.34285714285714286,0.786372641915755
Preprocessed (Selected Features),XGBoost,34,0.8707482993197279,0.6956521739130435,0.3404255319148936,0.45714285714285713,0.7584632612628134
Preprocessed (Selected Features),XGBoost,35,0.8809523809523809,0.75,0.3829787234042553,0.5070422535211268,0.8221207683693685
Preprocessed (Selected Features),XGBoost,36,0.8707482993197279,0.68,0.3617021276595745,0.4722222222222222,0.7640623654061505
Preprocessed (Selected Features),XGBoost,37,0.8605442176870748,0.6363636363636364,0.2978723404255319,0.4057971014492754,0.7840468601946765
Preprocessed (Selected Features),XGBoost,38,0.8537414965986394,0.5833333333333334,0.2978723404255319,0.39436619718309857,0.7151348091997587
Preprocessed (Selected Features),XGBoost,39,0.8741496598639455,0.75,0.3191489361702128,0.44776119402985076,0.7874924627444224
Preprocessed (Selected Features),XGBoost,40,0.8809523809523809,0.7307692307692307,0.40425531914893614,0.5205479452054794,0.8031699543457663
Preprocessed (Selected Features),XGBoost,41,0.8639455782312925,0.6296296296296297,0.3617021276595745,0.4594594594594595,0.7955034886725816
Preprocessed (Selected Features),XGBoost,42,0.8571428571428571,0.6190476190476191,0.2765957446808511,0.38235294117647056,0.7536394176931691
Preprocessed (Selected Features),XGBoost,43,0.8877551020408163,0.7333333333333333,0.46808510638297873,0.5714285714285714,0.8446033250064605
Preprocessed (Selected Features),XGBoost,44,0.8673469387755102,0.6538461538461539,0.3617021276595745,0.4657534246575342,0.8191058661383409
Preprocessed (Selected Features),XGBoost,45,0.8435374149659864,0.5238095238095238,0.23404255319148937,0.3235294117647059,0.6972176759410802
Preprocessed (Selected Features),XGBoost,46,0.8503401360544217,0.5714285714285714,0.2553191489361702,0.35294117647058826,0.7409768283228528
Preprocessed (Selected Features),XGBoost,47,0.8843537414965986,0.8095238095238095,0.3617021276595745,0.5,0.8158325437160824
Preprocessed (Selected Features),XGBoost,48,0.8775510204081632,0.7037037037037037,0.40425531914893614,0.5135135135135135,0.8211732276681886
Preprocessed (Selected Features),XGBoost,49,0.8639455782312925,0.6666666666666666,0.2978723404255319,0.4117647058823529,0.7722456714617969
Preprocessed (Selected Features),XGBoost,50,0.8639455782312925,0.7058823529411765,0.2553191489361702,0.375,0.786631062106986
Preprocessed (Selected Features),XGBoost,51,0.8673469387755102,0.6538461538461539,0.3617021276595745,0.4657534246575342,0.8421914032216383
