Dataset,Model,Run,Accuracy,Precision,Recall,F1 Score,ROC-AUC
Preprocessed (All Features),Logistic Regression,62,0.8945578231292517,0.8076923076923077,0.44680851063829785,0.5753424657534246,0.785425101214575
Preprocessed (All Features),Logistic Regression,63,0.8673469387755102,0.6666666666666666,0.3404255319148936,0.4507042253521127,0.8321130157636317
Preprocessed (All Features),Logistic Regression,64,0.8843537414965986,0.782608695652174,0.3829787234042553,0.5142857142857142,0.8367645792057886
Preprocessed (All Features),Logistic Regression,65,0.8877551020408163,0.71875,0.48936170212765956,0.5822784810126582,0.8111809802739254
Preprocessed (All Features),Logistic Regression,66,0.8843537414965986,0.782608695652174,0.3829787234042553,0.5142857142857142,0.8455508657076407
Preprocessed (All Features),Logistic Regression,67,0.8775510204081632,0.7037037037037037,0.40425531914893614,0.5135135135135135,0.8262554914290637
Preprocessed (All Features),Logistic Regression,68,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8448617451976914
Preprocessed (All Features),Logistic Regression,69,0.8775510204081632,0.6896551724137931,0.425531914893617,0.5263157894736842,0.8131622017400293
Preprocessed (All Features),Logistic Regression,70,0.891156462585034,0.7586206896551724,0.46808510638297873,0.5789473684210527,0.9142044965113274
Preprocessed (All Features),Logistic Regression,71,0.8979591836734694,0.9473684210526315,0.3829787234042553,0.5454545454545454,0.85545697303816
Preprocessed (All Features),Logistic Regression,72,0.8979591836734694,0.8148148148148148,0.46808510638297873,0.5945945945945946,0.846929106727539
Preprocessed (All Features),Logistic Regression,73,0.8877551020408163,0.7916666666666666,0.40425531914893614,0.5352112676056338,0.8105779998277198
Preprocessed (All Features),Logistic Regression,74,0.8707482993197279,0.6666666666666666,0.3829787234042553,0.4864864864864865,0.8125592212938239
Preprocessed (All Features),Logistic Regression,75,0.8809523809523809,0.75,0.3829787234042553,0.5070422535211268,0.8477905073649755
Preprocessed (All Features),Logistic Regression,76,0.8741496598639455,0.75,0.3191489361702128,0.44776119402985076,0.8218623481781375
Preprocessed (All Features),Logistic Regression,77,0.8979591836734694,0.8148148148148148,0.46808510638297873,0.5945945945945946,0.8582995951417003
Preprocessed (All Features),Logistic Regression,78,0.891156462585034,0.8,0.425531914893617,0.5555555555555556,0.8592471358428805
Preprocessed (All Features),Logistic Regression,79,0.8843537414965986,0.7096774193548387,0.46808510638297873,0.5641025641025641,0.8538203118270308
Preprocessed (All Features),Logistic Regression,80,0.9047619047619048,0.8275862068965517,0.5106382978723404,0.631578947368421,0.8813851322249978
Preprocessed (All Features),Logistic Regression,81,0.9115646258503401,0.8888888888888888,0.5106382978723404,0.6486486486486487,0.8395210612455852
Preprocessed (All Features),Logistic Regression,82,0.9047619047619048,0.8064516129032258,0.5319148936170213,0.6410256410256411,0.8812128520975105
Preprocessed (All Features),Logistic Regression,83,0.9149659863945578,0.9230769230769231,0.5106382978723404,0.6575342465753424,0.8303902144887587
Preprocessed (All Features),Logistic Regression,84,0.8979591836734694,0.7931034482758621,0.48936170212765956,0.6052631578947368,0.8577827547592385
Preprocessed (All Features),Logistic Regression,85,0.8605442176870748,0.6363636363636364,0.2978723404255319,0.4057971014492754,0.8245326901541906
Preprocessed (All Features),Logistic Regression,86,0.8877551020408163,0.7692307692307693,0.425531914893617,0.547945205479452,0.8308209148074769
Preprocessed (All Features),Logistic Regression,87,0.8741496598639455,0.6785714285714286,0.40425531914893614,0.5066666666666667,0.8654492204324232
Preprocessed (All Features),Logistic Regression,88,0.8741496598639455,0.75,0.3191489361702128,0.44776119402985076,0.8483073477474373
Preprocessed (All Features),Logistic Regression,89,0.8809523809523809,0.75,0.3829787234042553,0.5070422535211268,0.8862089757946421
Preprocessed (All Features),Logistic Regression,90,0.8877551020408163,0.75,0.44680851063829785,0.56,0.8851752950297184
Preprocessed (All Features),Logistic Regression,91,0.8605442176870748,0.625,0.3191489361702128,0.4225352112676056,0.8050650357481265
Preprocessed (All Features),Logistic Regression,92,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8744939271255061
Preprocessed (All Features),Logistic Regression,93,0.9081632653061225,0.9545454545454546,0.44680851063829785,0.6086956521739131,0.8741493668705315
Preprocessed (All Features),Logistic Regression,94,0.8843537414965986,0.696969696969697,0.48936170212765956,0.575,0.8396072013093289
Preprocessed (All Features),Logistic Regression,95,0.8775510204081632,0.7391304347826086,0.3617021276595745,0.4857142857142857,0.8558015332931346
Preprocessed (All Features),Logistic Regression,96,0.891156462585034,0.8571428571428571,0.3829787234042553,0.5294117647058824,0.8202256869670084
Preprocessed (All Features),Logistic Regression,97,0.8639455782312925,0.6206896551724138,0.3829787234042553,0.47368421052631576,0.8204841071582393
Preprocessed (All Features),Logistic Regression,98,0.8775510204081632,0.7037037037037037,0.40425531914893614,0.5135135135135135,0.8070462572142303
Preprocessed (All Features),Logistic Regression,99,0.8809523809523809,0.7727272727272727,0.3617021276595745,0.4927536231884058,0.7768110948402104
Preprocessed (All Features),Logistic Regression,100,0.9013605442176871,0.8214285714285714,0.48936170212765956,0.6133333333333333,0.8413300025842019
Preprocessed (All Features),Random Forest,1,0.8707482993197279,0.8,0.2553191489361702,0.3870967741935484,0.8798776811094841
Preprocessed (All Features),Random Forest,2,0.8401360544217688,0.5,0.10638297872340426,0.17543859649122806,0.7938237574295806
Preprocessed (All Features),Random Forest,3,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7710397105693858
Preprocessed (All Features),Random Forest,4,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8111379102420535
Preprocessed (All Features),Random Forest,5,0.8435374149659864,0.5714285714285714,0.0851063829787234,0.14814814814814814,0.7835730898440866
Preprocessed (All Features),Random Forest,6,0.8775510204081632,0.8235294117647058,0.2978723404255319,0.4375,0.8624343182013955
Preprocessed (All Features),Random Forest,7,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7964940994056335
Preprocessed (All Features),Random Forest,8,0.8537414965986394,0.6666666666666666,0.1702127659574468,0.2711864406779661,0.7693169092945129
Preprocessed (All Features),Random Forest,9,0.8435374149659864,0.5454545454545454,0.1276595744680851,0.20689655172413793,0.7642346455336376
Preprocessed (All Features),Random Forest,10,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8044620553019209
Preprocessed (All Features),Random Forest,11,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.8048927556206391
Preprocessed (All Features),Random Forest,12,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8003273322422259
Preprocessed (All Features),Random Forest,13,0.8401360544217688,0.5,0.10638297872340426,0.17543859649122806,0.7552330088724265
Preprocessed (All Features),Random Forest,14,0.8605442176870748,0.7142857142857143,0.2127659574468085,0.32786885245901637,0.7449392712550608
Preprocessed (All Features),Random Forest,15,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.8194073563614437
Preprocessed (All Features),Random Forest,16,0.8775510204081632,1.0,0.23404255319148937,0.3793103448275862,0.8623481781376519
Preprocessed (All Features),Random Forest,17,0.8741496598639455,0.8571428571428571,0.2553191489361702,0.39344262295081966,0.7816780084417262
Preprocessed (All Features),Random Forest,18,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.836463088982686
Preprocessed (All Features),Random Forest,19,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8141097424412094
Preprocessed (All Features),Random Forest,20,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7436902403307778
Preprocessed (All Features),Random Forest,21,0.8537414965986394,0.75,0.1276595744680851,0.21818181818181817,0.8448186751658197
Preprocessed (All Features),Random Forest,22,0.8639455782312925,0.7692307692307693,0.2127659574468085,0.3333333333333333,0.8446463950383324
Preprocessed (All Features),Random Forest,23,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8568352140580584
Preprocessed (All Features),Random Forest,24,0.8775510204081632,0.9230769230769231,0.2553191489361702,0.4,0.830562494616246
Preprocessed (All Features),Random Forest,25,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8511499698509777
Preprocessed (All Features),Random Forest,26,0.8537414965986394,0.75,0.1276595744680851,0.21818181818181817,0.7897321044017572
Preprocessed (All Features),Random Forest,27,0.8503401360544217,0.7142857142857143,0.10638297872340426,0.18518518518518517,0.7841330002584203
Preprocessed (All Features),Random Forest,28,0.8639455782312925,0.7692307692307693,0.2127659574468085,0.3333333333333333,0.7642346455336376
Preprocessed (All Features),Random Forest,29,0.8571428571428571,1.0,0.10638297872340426,0.19230769230769232,0.8427513136359721
Preprocessed (All Features),Random Forest,30,0.8673469387755102,0.7857142857142857,0.23404255319148937,0.36065573770491804,0.8267292617796538
Preprocessed (All Features),Random Forest,31,0.8503401360544217,0.6,0.19148936170212766,0.2903225806451613,0.7455853217331381
Preprocessed (All Features),Random Forest,32,0.8367346938775511,0.45454545454545453,0.10638297872340426,0.1724137931034483,0.7817210784735981
Preprocessed (All Features),Random Forest,33,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.7961926091825309
Preprocessed (All Features),Random Forest,34,0.8605442176870748,0.8,0.1702127659574468,0.2807017543859649,0.7482125936773194
Preprocessed (All Features),Random Forest,35,0.8775510204081632,0.9230769230769231,0.2553191489361702,0.4,0.8323714359548626
Preprocessed (All Features),Random Forest,36,0.8877551020408163,0.9375,0.3191489361702128,0.47619047619047616,0.7568266000516841
Preprocessed (All Features),Random Forest,37,0.8503401360544217,0.6666666666666666,0.1276595744680851,0.21428571428571427,0.7926608665690412
Preprocessed (All Features),Random Forest,38,0.8571428571428571,0.8571428571428571,0.1276595744680851,0.2222222222222222,0.7622964940994056
Preprocessed (All Features),Random Forest,39,0.8537414965986394,0.8333333333333334,0.10638297872340426,0.18867924528301888,0.7921009561547074
Preprocessed (All Features),Random Forest,40,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7990783013179429
Preprocessed (All Features),Random Forest,41,0.8537414965986394,0.6666666666666666,0.1702127659574468,0.2711864406779661,0.7830993194934965
Preprocessed (All Features),Random Forest,42,0.8503401360544217,0.6363636363636364,0.14893617021276595,0.2413793103448276,0.7992505814454303
Preprocessed (All Features),Random Forest,43,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8430097338272029
Preprocessed (All Features),Random Forest,44,0.8537414965986394,0.7,0.14893617021276595,0.24561403508771928,0.8280644327676803
Preprocessed (All Features),Random Forest,45,0.8469387755102041,0.6,0.1276595744680851,0.21052631578947367,0.7006202084589543
Preprocessed (All Features),Random Forest,46,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.7293048496855887
Preprocessed (All Features),Random Forest,47,0.8809523809523809,0.875,0.2978723404255319,0.4444444444444444,0.824704970281678
Preprocessed (All Features),Random Forest,48,0.8707482993197279,0.8461538461538461,0.23404255319148937,0.36666666666666664,0.818632095787751
Preprocessed (All Features),Random Forest,49,0.8503401360544217,0.7142857142857143,0.10638297872340426,0.18518518518518517,0.7852097510552157
Preprocessed (All Features),Random Forest,50,0.8707482993197279,0.9090909090909091,0.2127659574468085,0.3448275862068966,0.8050650357481264
Preprocessed (All Features),Random Forest,51,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.8901283486949779
Preprocessed (All Features),Random Forest,52,0.8435374149659864,0.5294117647058824,0.19148936170212766,0.28125,0.8093720389353087
Preprocessed (All Features),Random Forest,53,0.8605442176870748,1.0,0.1276595744680851,0.22641509433962265,0.817598415022827
Preprocessed (All Features),Random Forest,54,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.7650099061073306
Preprocessed (All Features),Random Forest,55,0.8469387755102041,0.5625,0.19148936170212766,0.2857142857142857,0.7902058747523473
Preprocessed (All Features),Random Forest,56,0.8503401360544217,0.6363636363636364,0.14893617021276595,0.2413793103448276,0.7794383667843915
Preprocessed (All Features),Random Forest,57,0.8401360544217688,0.5,0.10638297872340426,0.17543859649122806,0.7463605823068309
Preprocessed (All Features),Random Forest,58,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.7608751830476354
Preprocessed (All Features),Random Forest,59,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8254802308553708
Preprocessed (All Features),Random Forest,60,0.8673469387755102,0.9,0.19148936170212766,0.3157894736842105,0.80325609440951
Preprocessed (All Features),Random Forest,61,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8304332845206306
Preprocessed (All Features),Random Forest,62,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.8026961839951763
Preprocessed (All Features),Random Forest,63,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.7892583340511673
Preprocessed (All Features),Random Forest,64,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8268584718752693
Preprocessed (All Features),Random Forest,65,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.7848651908002412
Preprocessed (All Features),Random Forest,66,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.8221207683693685
Preprocessed (All Features),Random Forest,67,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.8203548970626239
Preprocessed (All Features),Random Forest,68,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.8272461021621156
Preprocessed (All Features),Random Forest,69,0.8673469387755102,0.7857142857142857,0.23404255319148937,0.36065573770491804,0.8523990007752605
Preprocessed (All Features),Random Forest,70,0.8503401360544217,0.7142857142857143,0.10638297872340426,0.18518518518518517,0.8696700835558617
Preprocessed (All Features),Random Forest,71,0.8673469387755102,1.0,0.1702127659574468,0.2909090909090909,0.8289258334051167
Preprocessed (All Features),Random Forest,72,0.8707482993197279,1.0,0.19148936170212766,0.32142857142857145,0.8197088465845465
Preprocessed (All Features),Random Forest,73,0.8605442176870748,0.875,0.14893617021276595,0.2545454545454545,0.799293651477302
Preprocessed (All Features),Random Forest,74,0.8707482993197279,0.8461538461538461,0.23404255319148937,0.36666666666666664,0.7818072185373417
Preprocessed (All Features),Random Forest,75,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.7678525282108708
Preprocessed (All Features),Random Forest,76,0.8537414965986394,0.6666666666666666,0.1702127659574468,0.2711864406779661,0.7855112412783185
Preprocessed (All Features),Random Forest,77,0.8707482993197279,0.9090909090909091,0.2127659574468085,0.3448275862068966,0.8197088465845465
Preprocessed (All Features),Random Forest,78,0.8435374149659864,0.6,0.06382978723404255,0.11538461538461539,0.8100180894133862
Preprocessed (All Features),Random Forest,79,0.8707482993197279,0.7647058823529411,0.2765957446808511,0.40625,0.8492548884486175
Preprocessed (All Features),Random Forest,80,0.8639455782312925,0.8181818181818182,0.19148936170212766,0.3103448275862069,0.8425790335084848
Preprocessed (All Features),Random Forest,81,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.8279352226720648
Preprocessed (All Features),Random Forest,82,0.8673469387755102,1.0,0.1702127659574468,0.2909090909090909,0.815918683779826
Preprocessed (All Features),Random Forest,83,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.8037729347919716
Preprocessed (All Features),Random Forest,84,0.8571428571428571,0.6923076923076923,0.19148936170212766,0.3,0.8178137651821863
Preprocessed (All Features),Random Forest,85,0.8571428571428571,0.7272727272727273,0.1702127659574468,0.27586206896551724,0.7881385132224997
Preprocessed (All Features),Random Forest,86,0.8673469387755102,0.7857142857142857,0.23404255319148937,0.36065573770491804,0.844000344560255
Preprocessed (All Features),Random Forest,87,0.8605442176870748,0.75,0.19148936170212766,0.3050847457627119,0.819838056680162
Preprocessed (All Features),Random Forest,88,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.8096735291584115
Preprocessed (All Features),Random Forest,89,0.8741496598639455,0.9166666666666666,0.23404255319148937,0.3728813559322034,0.8314669652855543
Preprocessed (All Features),Random Forest,90,0.8605442176870748,1.0,0.1276595744680851,0.22641509433962265,0.8056680161943319
Preprocessed (All Features),Random Forest,91,0.8741496598639455,0.8571428571428571,0.2553191489361702,0.39344262295081966,0.7738823326729263
Preprocessed (All Features),Random Forest,92,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8450340253251788
Preprocessed (All Features),Random Forest,93,0.8639455782312925,0.8888888888888888,0.1702127659574468,0.2857142857142857,0.8212593677319321
Preprocessed (All Features),Random Forest,94,0.8537414965986394,0.75,0.1276595744680851,0.21818181818181817,0.7730640020673616
Preprocessed (All Features),Random Forest,95,0.8469387755102041,0.6666666666666666,0.0851063829787234,0.1509433962264151,0.788095443190628
Preprocessed (All Features),Random Forest,96,0.8809523809523809,1.0,0.2553191489361702,0.4067796610169492,0.8078215177879231
Preprocessed (All Features),Random Forest,97,0.8741496598639455,1.0,0.2127659574468085,0.3508771929824561,0.8263847015246791
Preprocessed (All Features),Random Forest,98,0.8469387755102041,0.6666666666666666,0.0851063829787234,0.1509433962264151,0.8110087001464381
Preprocessed (All Features),Random Forest,99,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.7631578947368421
Preprocessed (All Features),Random Forest,100,0.8571428571428571,0.7777777777777778,0.14893617021276595,0.25,0.8209148074769576
Preprocessed (All Features),XGBoost,1,0.8809523809523809,0.7,0.44680851063829785,0.5454545454545454,0.8589887156516496
Preprocessed (All Features),XGBoost,2,0.8571428571428571,0.6,0.3191489361702128,0.4166666666666667,0.7565681798604531
Preprocessed (All Features),XGBoost,3,0.8605442176870748,0.6153846153846154,0.3404255319148936,0.4383561643835616,0.7949005082263761
Preprocessed (All Features),XGBoost,4,0.8537414965986394,0.5666666666666667,0.3617021276595745,0.44155844155844154,0.8452063054526661
Preprocessed (All Features),XGBoost,5,0.8503401360544217,0.56,0.2978723404255319,0.3888888888888889,0.7609613231113791
Preprocessed (All Features),XGBoost,6,0.8605442176870748,0.6,0.3829787234042553,0.4675324675324675,0.8403824618830218
Preprocessed (All Features),XGBoost,7,0.8775510204081632,0.7619047619047619,0.3404255319148936,0.47058823529411764,0.8290981135326041
Preprocessed (All Features),XGBoost,8,0.8571428571428571,0.6190476190476191,0.2765957446808511,0.38235294117647056,0.7684555086570765
Preprocessed (All Features),XGBoost,9,0.8673469387755102,0.7222222222222222,0.2765957446808511,0.4,0.7729347919717461
Preprocessed (All Features),XGBoost,10,0.8673469387755102,0.6666666666666666,0.3404255319148936,0.4507042253521127,0.8134206219312602
Preprocessed (All Features),XGBoost,11,0.8639455782312925,0.6129032258064516,0.40425531914893614,0.48717948717948717,0.8375398397794815
Preprocessed (All Features),XGBoost,12,0.8401360544217688,0.5,0.23404255319148937,0.3188405797101449,0.7904212249117064
Preprocessed (All Features),XGBoost,13,0.8367346938775511,0.48148148148148145,0.2765957446808511,0.35135135135135137,0.7630286846412266
Preprocessed (All Features),XGBoost,14,0.8469387755102041,0.5416666666666666,0.2765957446808511,0.36619718309859156,0.7475234731673702
Preprocessed (All Features),XGBoost,15,0.8639455782312925,0.6296296296296297,0.3617021276595745,0.4594594594594595,0.8207425273494703
Preprocessed (All Features),XGBoost,16,0.8707482993197279,0.6956521739130435,0.3404255319148936,0.45714285714285713,0.8491687483848739
Preprocessed (All Features),XGBoost,17,0.8775510204081632,0.72,0.3829787234042553,0.5,0.7811180980273926
Preprocessed (All Features),XGBoost,18,0.8775510204081632,0.7894736842105263,0.3191489361702128,0.45454545454545453,0.8279782927039365
Preprocessed (All Features),XGBoost,19,0.8877551020408163,0.7916666666666666,0.40425531914893614,0.5352112676056338,0.8104918597639763
Preprocessed (All Features),XGBoost,20,0.8503401360544217,0.56,0.2978723404255319,0.3888888888888889,0.7561374795417348
Preprocessed (All Features),XGBoost,21,0.8571428571428571,0.631578947368421,0.2553191489361702,0.36363636363636365,0.8111809802739254
